CD_MESO,ABSTENCAO 1º DIA (2019),ABSTENCAO 2º DIA (2019),ABSTENCAO 1º DIA (2020),ABSTENCAO 2º DIA (2020),ABSTENCAO 1º DIA (2021),ABSTENCAO 2º DIA (2021)
1501,9.6824686940966,13.998211091234348,38.61909481334655,42.64948794185663,20.525451559934318,24.753694581280786
1502,13.483642793987622,17.24137931034483,37.64892772041303,41.22319301032566,23.125996810207337,26.794258373205743
1503,8.829213711728206,11.880785271081274,27.250892121877573,30.256656601701895,13.873521150736233,17.00570261298834
1504,11.669052976068725,14.880343628553897,34.752839011356045,37.29124916499666,19.730667210773312,23.117731075290756
1505,10.196266156055529,14.60028721876496,40.41745730550284,44.086021505376344,23.076923076923077,26.95902228612509
1506,11.430930753804413,15.488970154535803,37.05477401975457,40.43699491170308,20.91188918814929,25.375144286263946
